i18n_ServCloud_ServTrackManagement_000256	製程代碼: %s ，首筆資料製程名稱不可為空	制程代码: %s ，首笔资料制程名称不可为空	Production process code: %s, first production process name can not be blank
i18n_ServCloud_ServTrackManagement_000257	製程代碼: %s ，首筆資料製程名稱長度不可超過 %s	制程代码: %s ，首笔资料制程名称长度不可超过 %s	Production process code: %s, length of the first production process name can not be over %s
i18n_ServCloud_ServTrackManagement_000258	製程代碼: %s ，首筆資料製程名稱格式有誤 %s	制程代码: %s ，首笔资料制程名称格式有误 %s	Production process code: %s, first production process name format is incorrect %s
i18n_ServCloud_ServTrackManagement_000259	製程代碼: %s ，首筆資料製程良率不可為空	制程代码: %s ，首笔资料制程良率不可为空	Production process code: %s, first production process yield rate can not be blank
i18n_ServCloud_ServTrackManagement_000260	製程代碼: %s ，首筆資料製程良率目標值有誤，僅能輸入正數值，範圍為 %s 以下且小數不得超過 %s 位，不得為空	制程代码: %s ，首笔资料制程良率目标值有误，仅能输入正数值，范围为 %s 以下且小数不得超过 %s 位，不得为空	Production process code: %s, first production process target yield rate is incorrect, can only keyin positive value below %s and rounded off to the %s decimal place, can not be blank
i18n_ServCloud_ServTrackManagement_000261	製程代碼: %s ，製程名稱已存在，如果不為空內容需一致	制程代码: %s ，制程名称已存在，如果不为空内容需一致	Production process code: %s, production process name already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000262	製程代碼: %s ，製程備註已存在，如果不為空內容需一致	制程代码: %s ，制程备注已存在，如果不为空内容需一致	Production process code: %s, production process remark already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000263	製程代碼: %s ，製程良率已存在，如果不為空內容需一致	制程代码: %s ，制程良率已存在，如果不为空内容需一致	Production process code: %s, production process yield rate already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000264	品號不得為空	品号不得为空	Product number can not be blank
i18n_ServCloud_ServTrackManagement_000265	品號已存在	品号已存在	Product number already exists
i18n_ServCloud_ServTrackManagement_000266	品號格式有誤	品号格式有误	Product number format is incorrect
i18n_ServCloud_ServTrackManagement_000267	品號長度不得超過 %s	品号长度不得超过 %s	Length of the product number can not be over %s
i18n_ServCloud_ServTrackManagement_000268	產品備註長度不可超過 %s	产品备注长度不可超过 %s	Length of the product remark can not be over %s
i18n_ServCloud_ServTrackManagement_000269	工序備註長度不可超過 %s	工序备注长度不可超过 %s	Length of the production process sequence remark can not be over %s
i18n_ServCloud_ServTrackManagement_000270	工序不可為空	工序不可为空	Production process sequence can not be blank
i18n_ServCloud_ServTrackManagement_000271	工序格式有誤	工序格式有误	Production process sequence format is incorrect
i18n_ServCloud_ServTrackManagement_000272	工序長度不可超過 %s	工序长度不可超过 %s	Length of the production process sequence can not be over %s
i18n_ServCloud_ServTrackManagement_000273	製程代碼不存在	制程代码不存在	Production process code does no exist
i18n_ServCloud_ServTrackManagement_000274	工序良率目標值不可為空	工序良率目标值不可为空	Production process sequence target yield rate can not be blank
i18n_ServCloud_ServTrackManagement_000275	工序良率目標值有誤，僅能輸入正數值，範圍為 %s 以下且小數不得超過 %s 位，不得為空	工序良率目标值有误，仅能输入正数值，范围为 %s 以下且小数不得超过 %s 位，不得为空	Production process sequence target yield rate is incorrect, can only keyin positive value below %s and rounded off to the %s decimal place, can not be blank
i18n_ServCloud_ServTrackManagement_000276	工序標工不得為空	工序标工不得为空	Production process sequence cycle time can not be blank
i18n_ServCloud_ServTrackManagement_000277	工序標工目標值有誤，僅能輸入正數值，範圍為 %s 以下且小數不得超過 %s 位，不得為空	工序标工目标值有误，仅能输入正数值，范围为 %s 以下且小数不得超过 %s 位，不得为空	Production process sequence target cycle time is incorrect, can only keyin positive value below %s and rounded off to the %s decimal place, can not be blank
i18n_ServCloud_ServTrackManagement_000278	品號: %s ，首筆資料產品名稱不可為空	品号: %s ，首笔资料产品名称不可为空	Product number: %s , first product name can not be blank
i18n_ServCloud_ServTrackManagement_000279	品號: %s ，首筆資料產品良率目標值不可為空	品号: %s ，首笔资料产品良率目标值不可为空	Product number: %s , first product target yield rate can not be blank
i18n_ServCloud_ServTrackManagement_000280	品號: %s ，首筆資料產品良率目標值有誤，僅能輸入正數值，範圍為 %s 以下且小數不得超過 %s 位，不得為空	品号: %s ，首笔资料产品良率目标值有误，仅能输入正数值，范围为 %s 以下且小数不得超过 %s 位，不得为空	Product number: %s , first product target yield rate is incorrect, can only keyin positive value below %s and rounded off to the %s decimal place, can not be blank
i18n_ServCloud_ServTrackManagement_000281	製程代碼: %s ，首筆資料產品名稱格式有誤 %s	制程代码: %s ，首笔资料产品名称格式有误 %s	Production process code: %s , first product name format is incorrect %s
i18n_ServCloud_ServTrackManagement_000282	製程代碼: %s ，首筆資料產品名稱長度不可超過 %s	制程代码: %s ，首笔资料产品名称长度不可超过 %s	Production process code: %s , length of the first product name can not be over %s
i18n_ServCloud_ServTrackManagement_000283	製程代碼: %s ，產品名稱已存在，若不為空內容需一致	制程代码: %s ，产品名称已存在，若不为空内容需一致	Production process code: %s , product name already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000284	製程代碼: %s ，產品良率目標值已存在，若不為空內容需一致	制程代码: %s ，产品良率目标值已存在，若不为空内容需一致	Production process code: %s , product target yield rate already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000285	製程代碼: %s ，產品備註已存在，若不為空內容需一致	制程代码: %s ，产品备注已存在，若不为空内容需一致	Production process code: %s , product remark already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000286	派工單號: %s ，品號不存在於系統	派工单号: %s ，品号不存在于系统	Work order number: %s , product number does not exist in system
i18n_ServCloud_ServTrackManagement_000287	派工單號不可為空	派工单号不可为空	Work order number can not be blank
i18n_ServCloud_ServTrackManagement_000288	派工單號已存在	派工单号已存在	Work order number already exists
i18n_ServCloud_ServTrackManagement_000289	派工單號格式有誤 %s	派工单号格式有误 %s	Work order number format is incorrect %s
i18n_ServCloud_ServTrackManagement_000290	派工單號長度不可超過 %s	派工单号长度不可超过 %s	Length of work order number can not be over %s
i18n_ServCloud_ServTrackManagement_000291	派工單號: %s ，品號不存在於系統	派工单号: %s ，品号不存在于系统	Work order number: %s, product number does not exist in system
i18n_ServCloud_ServTrackManagement_000292	派工單號: %s ，品號不得為空	派工单号: %s ，品号不得为空	Work order number: %s, product number can not be blank
i18n_ServCloud_ServTrackManagement_000293	派工單號: %s ，預估產量不得為空	派工单号: %s ，预估产量不得为空	Work order number: %s, estimated production quantity can not be blank
i18n_ServCloud_ServTrackManagement_000294	派工單號: %s ，預估產量有誤，僅能輸入正數值，範圍為 %s 以下，不得為空	派工单号: %s ，预估产量有误，仅能输入正数值，范围为 %s 以下，不得为空	Work order number: %s, estimated production quantity is incorrect, can only keyin positive value below %s, can not be blank
i18n_ServCloud_ServTrackManagement_000295	派工單號: %s ，初始投入量不得為空	派工单号: %s ，初始投入量不得为空	Work order number: %s, first input amount can not be blank
i18n_ServCloud_ServTrackManagement_000296	派工單號: %s ，初始投入量有誤，僅能輸入正數值，範圍為 %s 以下，不得為空	派工单号: %s ，初始投入量有误，仅能输入正数值，范围为 %s 以下，不得为空	Work order number: %s, first input amount is incorrect, can only keyin positive value below %s, can not be blank
i18n_ServCloud_ServTrackManagement_000297	派工單號: %s ，製程代碼不可為空	派工单号: %s ，制程代码不可为空	Work order number: %s, production process code can not be blank
i18n_ServCloud_ServTrackManagement_000298	派工單號: %s ，製程代碼系統不存在	派工单号: %s ，制程代码系统不存在	Work order number: %s, production process code does not exist in system
i18n_ServCloud_ServTrackManagement_000299	派工單號: %s ，品號已存在，若不為空內容需一致	派工单号: %s ，品号已存在，若不为空内容需一致	Work order number: %s, product number already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000300	派工單號: %s ，預估產量已存在，若不為空內容需一致	派工单号: %s ，预估产量已存在，若不为空内容需一致	Work order number: %s, estimated production quantity already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000301	派工單號: %s ，初始投入量已存在，若不為空內容需一致	派工单号: %s ，初始投入量已存在，若不为空内容需一致	Work order number: %s, first input amount alreay exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000302	派工單號: %s ，派工單已存在，若不為空內容需一致	派工单号: %s ，派工单已存在，若不为空内容需一致	Work order number: %s, work order already exists, need to be the same value if not for blank
i18n_ServCloud_ServTrackManagement_000303	製程與不良	制程与不良	Process&Defect
i18n_ServCloud_ServTrackManagement_000304	產品及工序	产品及工序	Product&Sequence
i18n_ServCloud_ServTrackManagement_000305	線別	线别	P Line
i18n_ServCloud_ServTrackManagement_000306	各線應生產工時 	各线应生产工时	PL Working Hrs
i18n_ServCloud_ServTrackManagement_000307	下載上傳範例	下载上传范例	Download sample
i18n_ServCloud_ServTrackManagement_000308	將 .csv 的檔案拖曳至此或按我	将 .csv 的档案拖曳至此或按我	Drag the .csv file to here, or click me
i18n_ServCloud_ServTrackManagement_000309	派工單	派工单	Work order
i18n_ServCloud_ServTrackManagement_000310	不良種類	不良种类	Defective type
i18n_ServCloud_ServTrackManagement_000311	無效原因	无效原因	Inefficiency reason
i18n_ServCloud_ServTrackManagement_000312	無效原因代碼	无效原因代码	Inefficiency reason code
i18n_ServCloud_ServTrackManagement_000313	無效原因名稱	无效原因名称	Inefficiency reason name
i18n_ServCloud_ServTrackManagement_000314	計入工單無效時間	计入工单无效时间	Included in production time
i18n_ServCloud_ServTrackManagement_000315	通用無效原因	通用无效原因	General invalid reason
i18n_ServCloud_ServTrackManagement_000316	無效原因類別	无效原因类别	Invalid reason class
i18n_ServCloud_ServTrackManagement_000317	無效原因類型	无效原因类型	Invalid reason type
i18n_ServCloud_ServTrackManagement_000318	無效原因代碼重覆	无效原因代码重复	Duplicate inefficiency reason code
i18n_ServCloud_ServTrackManagement_000319	無效原因維護	无效原因维护	Inefficiency reason maintenance
i18n_ServCloud_ServTrackManagement_000320	無效原因代碼"99"為系統代碼，不得使用	无效原因代码"99"为系统代码，不得使用	Inefficiency reason code "99" is the system code and must not be used
i18n_ServCloud_ServTrackManagement_000321	不良品數	不良品数	Defective product quantity
i18n_ServCloud_ServTrackManagement_000322	報廢	报废	Obsolete
i18n_ServCloud_ServTrackManagement_000323	可維修	可维修	Can be fixed
i18n_ServCloud_ServTrackManagement_000324	班次起始日期	班次起始日期	Shift start date
i18n_ServCloud_ServTrackManagement_000325	班次結束日期	班次结束日期	Shift end date
i18n_ServCloud_ServTrackManagement_000326	進站時間	进站时间	Move in time
i18n_ServCloud_ServTrackManagement_000327	出站時間	出站时间	Move out time
i18n_ServCloud_ServTrackManagement_000328	產量	产量	Production quantity
i18n_ServCloud_ServTrackManagement_000329	請輸入1 ~ 999範圍的值	请输入1 ~ 999范围的值	Please enter a value ranging from 1 to 999
i18n_ServCloud_ServTrackManagement_000330	是否換線	是否换线	Whether to change the line
i18n_ServCloud_ServTrackManagement_000331	報廢不良品數	报废不良品数	Defective quantity (Obsolete)>>>>>>> .r21645
i18n_ServCloud_ServTrackManagement_000332	可維修不良品數	可维修不良品数	Defective quantity (Can be fixed)
i18n_ServCloud_Production_Can_Not_Be_Less_Than_The_Sum_Of_The_Number_Of_Defective_Products	產量不能小於不良品數的加總	产量不能小于不良品数的加总	Production can not be less than the sum of the number of defective products



